시설번호,시설유형코드,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,상세위치,안전센터명,보호틀유무,사용가능여부,설치연도,배관깊이,출수압력,배관지름,관할소방서명,관할소방서전화번호,데이터기준일자,행정동
강남-역삼-000811,1,서울특별시,강남구,11680,서울특별시 강남구 테헤란로53길 22 크린토피아 앞,서울특별시 강남구 역삼동 696  크린토피아 앞,37.5057567711111,127.046315031111,허브크리닝,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000812,1,서울특별시,강남구,11680,서울특별시 강남구 언주로106길 15 일반주택,서울특별시 강남구 역삼동 687-9 일반주택,37.5078259561111,127.041200941111,대우로얄카운티,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000813,1,서울특별시,강남구,11680,서울특별시 강남구 테헤란로55길 40 삼호맨션,서울특별시 강남구 역삼동 695-24 삼호맨션,37.5065200321111,127.045682451111,산봉화로구이,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000815,2,서울특별시,강남구,11680,서울특별시 강남구 봉은사로 312 하나빌,서울특별시 강남구 역삼동 681-35 하나빌,37.5092994971111,127.041284071111,비케이타워,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000816,2,서울특별시,강남구,11680,서울특별시 강남구 봉은사로 328 창일빌딩,서울특별시 강남구 역삼동 682-7 창일빌딩,37.5097688641111,127.042940051111,삼안빌딩,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000817,2,서울특별시,강남구,11680,서울특별시 강남구 봉은사로 140 대림빌딩,서울특별시 강남구 역삼동 603-7 대림빌딩,37.5058955471111,127.030086451111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000818,2,서울특별시,강남구,11680,서울특별시 강남구 테헤란로 137 ,서울특별시 강남구 역삼동 646  ,37.4999882851111,127.033956861111,,역삼119안전센터,Y,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000819,2,서울특별시,강남구,11680,서울특별시 강남구 테헤란로 145 성지하이츠,서울특별시 강남구 역삼동 646-15 성지하이츠,37.5005091021111,127.035608861111,,역삼119안전센터,Y,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000820,2,서울특별시,강남구,11680,서울특별시 강남구 봉은사로 120 리츠칼튼호텔,서울특별시 강남구 역삼동 602  리츠칼튼호텔,37.5051943631111,127.027836871111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000821,2,서울특별시,강남구,11680,서울특별시 강남구 논현로 323 ,서울특별시 강남구 역삼동 797-20 ,37.4939514311111,127.039963351111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000822,2,서울특별시,강남구,11680,서울특별시 강남구 논현로 421 상형빌딩,서울특별시 강남구 역삼동 738-30 상형빌딩,37.4978314871111,127.038154781111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000826,1,서울특별시,강남구,11680,서울특별시 강남구 도곡로23길 32 역삼동 우성 빌라트,서울특별시 강남구 역삼동 797-12 역삼동 우성 빌라트,37.4940470851111,127.039135931111,오페라하우스,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000858,1,서울특별시,강남구,11680,서울특별시 강남구 봉은사로24길 65 ,서울특별시 강남구 역삼동 630-1 ,37.5023994551111,127.032099321111,방범초소,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000859,1,서울특별시,강남구,11680,서울특별시 강남구 논현로94길 11 반도유스호스텔정문,서울특별시 강남구 역삼동 669-16 반도유스호스텔정문,37.5023121521111,127.037099041111,천호균건물,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-영동-000886,2,서울특별시,강남구,11680,서울특별시 강남구 봉은사로 119 ,서울특별시 강남구 논현동 202-16 ,37.5051286551111,127.026470811111,일반건물,영동119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000899,1,서울특별시,강남구,11680,서울특별시 강남구 언주로107길 33 공터모서리앞,서울특별시 강남구 역삼동 658-8 공터모서리앞,37.5071335611111,127.036740751111,상형빌딩,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000900,1,서울특별시,강남구,11680,서울특별시 강남구 언주로 563 일진스포월드,서울특별시 강남구 역삼동 653-4 일진스포월드,37.5074262231111,127.038689451111,역삼동 우성 빌라트,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000901,1,서울특별시,강남구,11680,서울특별시 강남구 봉은사로30길 32 일반주택,서울특별시 강남구 역삼동 659-22 일반주택,37.5054385641111,127.035681861111,BMW모터스,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000902,1,서울특별시,강남구,11680,서울특별시 강남구 언주로103길 30 일반주택,서울특별시 강남구 역삼동 656-10 일반주택,37.5061103251111,127.037759411111,916빌딩,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000903,1,서울특별시,강남구,11680,서울특별시 강남구 논현로102길 15 일반주택,서울특별시 강남구 역삼동 660-8 일반주택,37.5050043981111,127.036343121111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000904,1,서울특별시,강남구,11680,서울특별시 강남구 봉은사로30길 59 충현교육관 앞,서울특별시 강남구 역삼동 669  충현교육관 앞,37.5036643141111,127.036650841111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000905,1,서울특별시,강남구,11680,서울특별시 강남구 봉은사로34길 57 일반주택,서울특별시 강남구 역삼동 664-7 일반주택,37.5045363951111,127.038418581111,제이타워,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000906,1,서울특별시,강남구,11680,서울특별시 강남구 언주로97길 8 창해에탄올사옥,서울특별시 강남구 역삼동 662-13 창해에탄올사옥,37.5052605411111,127.04056511111,법무사회관,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000907,1,서울특별시,강남구,11680,서울특별시 강남구 선릉로107길 25 아미가미용실앞,서울특별시 강남구 역삼동 681-46 아미가미용실앞,37.5088532521111,127.042304521111,B&S빌딩,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000908,2,서울특별시,강남구,11680,서울특별시 강남구 선릉로 567 대운빌딩,서울특별시 강남구 역삼동 682-23 대운빌딩,37.5090075371111,127.044220281111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000909,1,서울특별시,강남구,11680,서울특별시 강남구 봉은사로48길 29 역삼동 다세대주택,서울특별시 강남구 역삼동 685-3 역삼동 다세대주택,37.5074083531111,127.042139081111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000910,1,서울특별시,강남구,11680,서울특별시 강남구 봉은사로44길 45 호텔 더마크 해운대 앞,서울특별시 강남구 역삼동 690-4 호텔 더마크 해운대 앞,37.5062592121111,127.041713411111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000911,2,서울특별시,강남구,11680,서울특별시 강남구 테헤란로53길 57-5 일반주택,서울특별시 강남구 역삼동 698-1 일반주택,37.5066971641111,127.043874711111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000912,1,서울특별시,강남구,11680,서울특별시 강남구 강남대로102길 25 평강쌀상회,서울특별시 강남구 역삼동 812-14 평강쌀상회,37.5026533481111,127.027572541111,주엠케이트랜드,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000913,1,서울특별시,강남구,11680,서울특별시 강남구 테헤란로13길 49 기원유료주차장앞,서울특별시 강남구 역삼동 633-6 기원유료주차장앞,37.5029505211111,127.031108871111,선희,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000914,1,서울특별시,강남구,11680,서울특별시 강남구 테헤란로13길 31-7 프리우스역삼아파트 2차,서울특별시 강남구 역삼동 636  프리우스역삼아파트 2차,37.5010430041111,127.031034761111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000915,1,서울특별시,강남구,11680,서울특별시 강남구 논현로95길 10 하버드빌딩,서울특별시 강남구 역삼동 640-21 하버드빌딩,37.5022626711111,127.035168551111,멤버스카운티3차,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000916,1,서울특별시,강남구,11680,서울특별시 강남구 강남대로94길 95 삐삐아동복건물옆,서울특별시 강남구 역삼동 644-19 삐삐아동복건물옆,37.5009934041111,127.035237931111,프러스원,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000917,2,서울특별시,강남구,11680,서울특별시 강남구 테헤란로 134 ,서울특별시 강남구 역삼동 735-3 ,37.4995043091111,127.033742661111,삼보주유소,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000918,1,서울특별시,강남구,11680,서울특별시 강남구 강남대로84길 23 한라클라식 오피스텔,서울특별시 강남구 역삼동 824-11 한라클라식 오피스텔,37.4968371061111,127.030174091111,청림빌딩,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000919,1,서울특별시,강남구,11680,서울특별시 강남구 논현로85길 52 영빌딩,서울특별시 강남구 역삼동 735-18 영빌딩,37.4978447571111,127.033722461111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000920,1,서울특별시,강남구,11680,서울특별시 강남구 테헤란로20길 19 역삼LG에클라트오피스텔,서울특별시 강남구 역삼동 736-24 역삼LG에클라트오피스텔,37.4984498821111,127.035489991111,원방빌딩,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000923,1,서울특별시,강남구,11680,서울특별시 강남구 논현로79길 41 일반주택,서울특별시 강남구 역삼동 743-3 일반주택,37.4967069991111,127.035056711111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000924,1,서울특별시,강남구,11680,서울특별시 강남구 논현로79길 16 백조빌딩,서울특별시 강남구 역삼동 738-42 백조빌딩,37.4974742271111,127.036884161111,길반도유스호스텔정문,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000925,1,서울특별시,강남구,11680,서울특별시 강남구 테헤란로4길 46 쌍용플래티넘밸류,서울특별시 강남구 역삼동 826-37 쌍용플래티넘밸류,37.4951916511111,127.030959011111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000926,1,서울특별시,강남구,11680,서울특별시 강남구 역삼로19길 28 ,서울특별시 강남구 역삼동 746-6 ,37.4966848031111,127.037452391111,국악고등학교,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000927,1,서울특별시,강남구,11680,서울특별시 강남구 역삼로17길 13 일반주택,서울특별시 강남구 역삼동 749-15 일반주택,37.4956265741111,127.035989931111,포이교육문화관,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000928,2,서울특별시,강남구,11680,서울특별시 강남구 역삼로 152 고려빌딩,서울특별시 강남구 역삼동 789-6 고려빌딩,37.4946751821111,127.036013411111,대왕초등학교,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000929,1,서울특별시,강남구,11680,서울특별시 강남구 논현로67길 31 이니그마빌,서울특별시 강남구 역삼동 794-4 이니그마빌,37.4935015721111,127.037531611111,점포,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000931,1,서울특별시,강남구,11680,서울특별시 강남구 도곡로13길 6 석영빌딩,서울특별시 강남구 역삼동 799  석영빌딩,37.4915394711111,127.036637351111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-000989,2,서울특별시,강남구,11680,서울특별시 강남구 테헤란로 323 휘닉스오피스텔,서울특별시 강남구 역삼동 702-23 휘닉스오피스텔,37.5039912441111,127.046754271111,백조빌딩,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001001,1,서울특별시,강남구,11680,서울특별시 강남구 강남대로78길 8 주)빠스또레코리아,서울특별시 강남구 역삼동 831-3 주)빠스또레코리아,37.4947960791111,127.030014661111,이니그마빌,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001046,1,서울특별시,강남구,11680,서울특별시 강남구 테헤란로43길 38 cu앞,서울특별시 강남구 역삼동 704  cu앞,37.5056502041111,127.044406861111,홍선빌딩,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001047,1,서울특별시,강남구,11680,서울특별시 강남구 역삼로11길 6 명인갤러리,서울특별시 강남구 역삼동 751-1 명인갤러리,37.4946256361111,127.034240241111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001049,1,서울특별시,강남구,11680,서울특별시 강남구 테헤란로51길 10 ,서울특별시 강남구 역삼동 705  ,37.5047170111111,127.046703491111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001051,1,서울특별시,강남구,11680,서울특별시 강남구 테헤란로19길 77-9 ,서울특별시 강남구 역삼동 624-10 ,37.5038735211111,127.030226311111,삼성금융프라자,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001052,1,서울특별시,강남구,11680,서울특별시 강남구 봉은사로26길 19 파랑새호텔옆,서울특별시 강남구 역삼동 607  파랑새호텔옆,37.5057595861111,127.033672761111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001053,1,서울특별시,강남구,11680,서울특별시 강남구 봉은사로20길 14 동명빌딩,서울특별시 강남구 역삼동 613-22 동명빌딩,37.5052563681111,127.030681821111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001054,2,서울특별시,강남구,11680,서울특별시 강남구 테헤란로 147 성지하이츠 2,서울특별시 강남구 역삼동 642-16 성지하이츠 2,37.5006423981111,127.036095621111,정든빌딩,역삼119안전센터,Y,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001056,1,서울특별시,강남구,11680,서울특별시 강남구 봉은사로16길 37 주택,서울특별시 강남구 역삼동 614  주택,37.5038595921111,127.028713331111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001059,1,서울특별시,강남구,11680,서울특별시 강남구 언주로99길 23 일반주택,서울특별시 강남구 역삼동 664-4 일반주택,37.5053087381111,127.039055011111,라마다호텔,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001148,1,서울특별시,강남구,11680,서울특별시 강남구 논현로102길 33 충현교회뒤,서울특별시 강남구 역삼동 660-33 충현교회뒤,37.5055594811111,127.037889331111,일오삼공인중개사,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001149,2,서울특별시,강남구,11680,서울특별시 강남구 논현로 542 금석빌딩,서울특별시 강남구 역삼동 667  금석빌딩,37.5047281391111,127.035241541111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001150,1,서울특별시,강남구,11680,서울특별시 강남구 언주로103길 10 ,서울특별시 강남구 역삼동 656-34 ,37.5065938041111,127.039467241111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001151,2,서울특별시,강남구,11680,서울특별시 강남구 논현로 514 역카페앞,서울특별시 강남구 역삼동 668-14 역카페앞,37.5023553081111,127.036338851111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001152,2,서울특별시,강남구,11680,서울특별시 강남구 테헤란로 152 강남파이낸스센터,서울특별시 강남구 역삼동 737  강남파이낸스센터,37.5000394041111,127.035860231111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001201,2,서울특별시,강남구,11680,서울특별시 강남구 테헤란로 313 성지하이츠빌딩,서울특별시 강남구 역삼동 702-13 성지하이츠빌딩,37.5035061961111,127.045496551111,질빌라,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001226,2,서울특별시,강남구,11680,서울특별시 강남구 역삼로8길 12 여의도순복음교회제2성소,서울특별시 강남구 역삼동 833-6 여의도순복음교회제2성소,37.4927611161111,127.033893741111,일반 주택,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001234,1,서울특별시,강남구,11680,서울특별시 강남구 논현로106길 25 스타빌,서울특별시 강남구 역삼동 658-18 스타빌,37.5064087781111,127.036485981111,역카페앞,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001254,2,서울특별시,강남구,11680,서울특별시 강남구 역삼로8길 12 여의도순복음교회제2성소,서울특별시 강남구 역삼동 833-6 여의도순복음교회제2성소,37.4933739991111,127.033591761111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001260,2,서울특별시,강남구,11680,서울특별시 강남구 봉은사로 130 노보텔 앰배서더 강남 서울,서울특별시 강남구 역삼동 603  노보텔 앰배서더 강남  서울,37.5053865831111,127.028463391111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001282,2,서울특별시,강남구,11680,서울특별시 강남구 테헤란로 138 솔로몬역삼타워,서울특별시 강남구 역삼동 736  솔로몬역삼타워,37.4996353341111,127.034158721111,우정에쉐르,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001284,2,서울특별시,강남구,11680,서울특별시 강남구 선릉로 555 화평교회,서울특별시 강남구 역삼동 683-26 화평교회,37.5080677311111,127.045131151111,하나로마트 송파농협세곡동지점,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001362,2,서울특별시,강남구,11680,서울특별시 강남구 테헤란로 132 ,서울특별시 강남구 역삼동 735  ,37.4993244211111,127.033302541111,남정빌딩,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001451,1,서울특별시,강남구,11680,서울특별시 강남구 언주로108길 15 호원약국,서울특별시 강남구 역삼동 681-3 호원약국,37.5083221671111,127.040470871111,경남상가,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001452,1,서울특별시,강남구,11680,서울특별시 강남구 테헤란로1길 28 ,서울특별시 강남구 역삼동 817-9 ,37.5000543371111,127.027528191111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001453,1,서울특별시,강남구,11680,서울특별시 강남구 강남대로110길 11 회정대중음식점앞,서울특별시 강남구 역삼동 601-11 회정대중음식점앞,37.5038854521111,127.025701111111,삼성 대우멤버스카운티1차,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001454,1,서울특별시,강남구,11680,서울특별시 강남구 강남대로110길 26 정빌딩,서울특별시 강남구 역삼동 616  정빌딩,37.5036191551111,127.027062581111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001455,1,서울특별시,강남구,11680,서울특별시 강남구 봉은사로18길 25 주택,서울특별시 강남구 역삼동 613-6 주택,37.5044482261111,127.029991591111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001456,1,서울특별시,강남구,11680,서울특별시 강남구 봉은사로22길 56 주택,서울특별시 강남구 역삼동 623-14 주택,37.5031916611111,127.029899811111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001457,1,서울특별시,강남구,11680,서울특별시 강남구 봉은사로20길 46 626-7호주택,서울특별시 강남구 역삼동 626-7 626-7호주택,37.5040133931111,127.033237371111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001464,1,서울특별시,강남구,11680,서울특별시 강남구 봉은사로44길 61 일반주택삼성유리앞,서울특별시 강남구 역삼동 690-11 일반주택삼성유리앞,37.5055507611111,127.042494211111,주석빌딩,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001465,1,서울특별시,강남구,11680,서울특별시 강남구 테헤란로 313 청년창업허브앞,서울특별시 강남구 역삼동 702-13 청년창업허브앞,37.5034150691111,127.045231391111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001466,1,서울특별시,강남구,11680,서울특별시 강남구 테헤란로22길 74 두원기계,서울특별시 강남구 역삼동 742-25 두원기계,37.4956246871111,127.034317011111,공동주택 연립주택),역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001467,1,서울특별시,강남구,11680,서울특별시 강남구 논현로63길 19 ,서울특별시 강남구 역삼동 798-29 ,37.4923946991111,127.039073721111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001468,1,서울특별시,강남구,11680,서울특별시 강남구 도곡로17길 22 금성빌라,서울특별시 강남구 역삼동 794-15 금성빌라,37.4925264831111,127.037086721111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001469,1,서울특별시,강남구,11680,서울특별시 강남구 테헤란로33길 32 SO근생주택빌딩,서울특별시 강남구 역삼동 672-5 SO근생주택빌딩,37.5036206361111,127.038849111111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001470,2,서울특별시,강남구,11680,서울특별시 강남구 논현로 341 송담빌딩,서울특별시 강남구 역삼동 790-7 송담빌딩,37.4955087051111,127.039232461111,우정에쉐르,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001582,2,서울특별시,강남구,11680,서울특별시 강남구 테헤란로 309 삼성제일빌딩,서울특별시 강남구 역삼동 702-2 삼성제일빌딩,37.5032722161111,127.044673111111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001583,2,서울특별시,강남구,11680,서울특별시 강남구 테헤란로 146 현익빌딩,서울특별시 강남구 역삼동 736-6 현익빌딩,37.4999150391111,127.035742311111,영동프라자,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001613,1,서울특별시,강남구,11680,서울특별시 강남구 강남대로78길 30 로브리,서울특별시 강남구 역삼동 830-3 로브리,37.4952915861111,127.031747631111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001614,1,서울특별시,강남구,11680,서울특별시 강남구 역삼로17길 60 역삼동 738 빌딩,서울특별시 강남구 역삼동 738  역삼동 738 빌딩,37.4982826661111,127.036498491111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001615,1,서울특별시,강남구,11680,서울특별시 강남구 논현로97길 25 한길회사앞,서울특별시 강남구 역삼동 638-1 한길회사앞,37.5026994641111,127.033636351111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001616,1,서울특별시,강남구,11680,서울특별시 강남구 테헤란로7길 11 ,서울특별시 강남구 역삼동 649-4 ,37.4998962231111,127.030547941111,,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001621,1,서울특별시,강남구,11680,서울특별시 강남구 역삼로19길 14 노블스위트,서울특별시 강남구 역삼동 747  노블스위트,37.4961197631111,127.037238131111,하나은행,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001729,2,서울특별시,강남구,11680,서울특별시 강남구 언주로 565 자미온,서울특별시 강남구 역삼동 653-3 자미온,37.508356311111,127.03821711111,삼성동아이파크타워,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
강남-역삼-001730,2,서울특별시,강남구,11680,서울특별시 강남구 봉은사로 304 금강빌딩,서울특별시 강남구 역삼동 681  금강빌딩,37.5090041631111,127.040320081111,삼성동아이파크타워,역삼119안전센터,N,,,,,,강남소방서,02-6981-7443,2025-12-31,서울특별시 강남구 역삼1동
